DOID	Metab
DOID:13922	HMDB0010384
DOID:5419	HMDB0010385
DOID:9970	HMDB0010385
DOID:5419	HMDB0010386
DOID:9970	HMDB0010386
DOID:13922	HMDB0010386
DOID:9970	HMDB0010395
DOID:13922	HMDB0010395
DOID:9970	HMDB0010396
DOID:9970	HMDB0010408
DOID:2841	HMDB0010738
DOID:9256	HMDB0010738
DOID:2841	HMDB0011103
DOID:9256	HMDB0011103
DOID:9256	HMDB0011107
DOID:9256	HMDB0011130
DOID:9256	HMDB0011131
DOID:2841	HMDB0011134
DOID:7148	HMDB0011134
DOID:4483	HMDB0011134
DOID:8778	HMDB0011144
DOID:9970	HMDB0011151
DOID:13922	HMDB0011151
DOID:9256	HMDB0011152
DOID:8778	HMDB0011154
DOID:9970	HMDB0011201
DOID:9970	HMDB0011202
DOID:9970	HMDB0011203
DOID:9970	HMDB0011206
DOID:9970	HMDB0011207
DOID:9970	HMDB0011209
DOID:9970	HMDB0011210
DOID:9970	HMDB0011211
DOID:9970	HMDB0011212
DOID:9970	HMDB0011213
DOID:9970	HMDB0011214
DOID:9970	HMDB0011215
DOID:9970	HMDB0011216
DOID:9970	HMDB0011217
DOID:9970	HMDB0011218
DOID:9970	HMDB0011219
DOID:9970	HMDB0011221
DOID:9970	HMDB0011223
DOID:9970	HMDB0011226
DOID:9970	HMDB0011227
DOID:9970	HMDB0011229
DOID:9970	HMDB0011232
DOID:9970	HMDB0011234
DOID:9970	HMDB0011235
DOID:9970	HMDB0011236
DOID:9970	HMDB0011237
DOID:9970	HMDB0011240
DOID:9970	HMDB0011241
DOID:9970	HMDB0011242
DOID:9970	HMDB0011243
DOID:9970	HMDB0011244
DOID:9970	HMDB0011245
DOID:9970	HMDB0011246
DOID:9970	HMDB0011247
DOID:9970	HMDB0011248
DOID:9970	HMDB0011251
DOID:9970	HMDB0011252
DOID:9970	HMDB0011253
DOID:9970	HMDB0011254
DOID:9970	HMDB0011255
DOID:9970	HMDB0011258
DOID:9970	HMDB0011259
DOID:9970	HMDB0011260
DOID:9970	HMDB0011261
DOID:9970	HMDB0011262
DOID:9970	HMDB0011263
DOID:9970	HMDB0011264
DOID:9970	HMDB0011267
DOID:9970	HMDB0011268
DOID:9970	HMDB0011269
DOID:9970	HMDB0011270
DOID:9970	HMDB0011272
DOID:9970	HMDB0011273
DOID:9970	HMDB0011274
DOID:9970	HMDB0011275
DOID:9970	HMDB0011276
DOID:9970	HMDB0011277
DOID:9970	HMDB0011278
DOID:9970	HMDB0011279
DOID:9970	HMDB0011280
DOID:9970	HMDB0011283
DOID:9970	HMDB0011284
DOID:9970	HMDB0011285
DOID:9970	HMDB0011286
DOID:9970	HMDB0011287
DOID:9970	HMDB0011288
DOID:9970	HMDB0011290
DOID:9970	HMDB0011291
DOID:9970	HMDB0011292
DOID:9970	HMDB0011293
DOID:9970	HMDB0011294
DOID:9970	HMDB0011296
DOID:9970	HMDB0011297
DOID:9970	HMDB0011298
DOID:9970	HMDB0011299
DOID:9970	HMDB0011300
DOID:9970	HMDB0011301
DOID:9970	HMDB0011302
DOID:9970	HMDB0011303
DOID:9970	HMDB0011305
DOID:9970	HMDB0011306
DOID:9970	HMDB0011307
DOID:9970	HMDB0011308
DOID:9970	HMDB0011309
DOID:9970	HMDB0011310
DOID:9970	HMDB0011311
DOID:9970	HMDB0011312
DOID:9970	HMDB0011313
DOID:9970	HMDB0011316
DOID:9970	HMDB0011317
DOID:9970	HMDB0011318
DOID:9970	HMDB0011319
DOID:9970	HMDB0011320
DOID:9970	HMDB0011321
DOID:9970	HMDB0011323
DOID:9970	HMDB0011324
DOID:9970	HMDB0011325
DOID:9970	HMDB0011326
DOID:9970	HMDB0011327
DOID:9970	HMDB0011329
DOID:9970	HMDB0011330
DOID:9970	HMDB0011331
DOID:9970	HMDB0011332
DOID:9970	HMDB0011333
DOID:9970	HMDB0011334
DOID:9256	HMDB0011503
DOID:9256	HMDB0011506
DOID:9256	HMDB0011507
DOID:684	HMDB0011511
DOID:2394	HMDB0011526
DOID:9256	HMDB0011530
DOID:9256	HMDB0011531
DOID:9256	HMDB0011532
DOID:9256	HMDB0011533
DOID:9256	HMDB0011534
DOID:9256	HMDB0011535
DOID:9256	HMDB0011536
DOID:9256	HMDB0011537
DOID:9256	HMDB0011538
DOID:9256	HMDB0011539
DOID:9256	HMDB0011540
DOID:9256	HMDB0011541
DOID:9256	HMDB0011542
DOID:9256	HMDB0011543
DOID:9256	HMDB0011544
DOID:9256	HMDB0011546
DOID:9256	HMDB0011547
DOID:9256	HMDB0011549
DOID:9256	HMDB0011550
DOID:9256	HMDB0011551
DOID:9256	HMDB0011552
DOID:9256	HMDB0011553
DOID:9256	HMDB0011554
DOID:9256	HMDB0011555
DOID:9256	HMDB0011556
DOID:9256	HMDB0011557
DOID:9256	HMDB0011558
DOID:9256	HMDB0011559
DOID:9256	HMDB0011561
DOID:9256	HMDB0011562
DOID:9256	HMDB0011563
DOID:9256	HMDB0011564
DOID:9256	HMDB0011565
DOID:9256	HMDB0011566
DOID:9256	HMDB0011567
DOID:9256	HMDB0011568
DOID:9256	HMDB0011569
DOID:9256	HMDB0011570
DOID:9256	HMDB0011571
DOID:9256	HMDB0011572
DOID:9256	HMDB0011573
DOID:9256	HMDB0011574
DOID:9256	HMDB0011576
DOID:9256	HMDB0011577
DOID:9256	HMDB0011578
DOID:9256	HMDB0011579
DOID:9256	HMDB0011580
DOID:9256	HMDB0011581
DOID:9256	HMDB0011582
DOID:9256	HMDB0011583
DOID:9256	HMDB0011584
DOID:9256	HMDB0011585
DOID:9256	HMDB0011586
DOID:9256	HMDB0011587
DOID:9256	HMDB0011588
DOID:9256	HMDB0011589
DOID:3613	HMDB0011600
DOID:9256	HMDB0011616
DOID:10608	HMDB0011623
DOID:10608	HMDB0011638
DOID:9970	HMDB0011697
DOID:13922	HMDB0011697
DOID:9970	HMDB0011698
DOID:13922	HMDB0011698
DOID:0090123	HMDB0011714
DOID:13922	HMDB0011743
DOID:9256	HMDB0011745
DOID:9256	HMDB0011747
DOID:10283	HMDB0011754
DOID:9256	HMDB0011756
DOID:9256	HMDB0011757
DOID:9970	HMDB0012101
DOID:13922	HMDB0012101
DOID:9970	HMDB0012107
DOID:13922	HMDB0012107
DOID:13922	HMDB0012108
DOID:12849	HMDB0012275
DOID:8778	HMDB0012275
DOID:1094	HMDB0012275
DOID:0090031	HMDB0012454
DOID:0080476	HMDB0012454
DOID:2580	HMDB0012454
DOID:8778	HMDB0012971
DOID:12849	HMDB0013036
DOID:9970	HMDB0013341
DOID:13922	HMDB0013341
DOID:13922	HMDB0013402
DOID:9970	HMDB0013404
DOID:13922	HMDB0013404
DOID:9970	HMDB0013405
DOID:13922	HMDB0013405
DOID:9970	HMDB0013406
DOID:13922	HMDB0013406
DOID:9970	HMDB0013407
DOID:13922	HMDB0013407
DOID:9970	HMDB0013408
DOID:13922	HMDB0013408
DOID:5419	HMDB0013409
DOID:9970	HMDB0013409
DOID:13922	HMDB0013409
DOID:9970	HMDB0013410
DOID:9970	HMDB0013411
DOID:13922	HMDB0013411
DOID:9970	HMDB0013412
DOID:13922	HMDB0013412
DOID:9970	HMDB0013413
DOID:13922	HMDB0013413
DOID:9970	HMDB0013414
DOID:13922	HMDB0013414
DOID:9970	HMDB0013415
DOID:13922	HMDB0013415
DOID:13922	HMDB0013416
DOID:9970	HMDB0013417
DOID:9970	HMDB0013418
DOID:13922	HMDB0013418
DOID:9970	HMDB0013419
DOID:9970	HMDB0013420
DOID:13922	HMDB0013420
DOID:9970	HMDB0013422
DOID:13922	HMDB0013422
DOID:9970	HMDB0013424
DOID:9970	HMDB0013425
DOID:13922	HMDB0013425
DOID:9970	HMDB0013426
DOID:9970	HMDB0013427
DOID:9970	HMDB0013428
DOID:9970	HMDB0013429
DOID:9970	HMDB0013431
DOID:13922	HMDB0013431
DOID:9970	HMDB0013432
DOID:13922	HMDB0013432
DOID:9970	HMDB0013433
DOID:13922	HMDB0013433
DOID:9970	HMDB0013434
DOID:13922	HMDB0013434
DOID:9970	HMDB0013435
DOID:9970	HMDB0013436
DOID:9970	HMDB0013437
DOID:13922	HMDB0013437
DOID:9970	HMDB0013438
DOID:13922	HMDB0013438
DOID:9970	HMDB0013439
DOID:9970	HMDB0013440
DOID:13922	HMDB0013440
DOID:9970	HMDB0013442
DOID:13922	HMDB0013442
DOID:9970	HMDB0013444
DOID:13922	HMDB0013444
DOID:9970	HMDB0013445
DOID:9970	HMDB0013446
DOID:13922	HMDB0013446
DOID:9970	HMDB0013447
DOID:9970	HMDB0013448
DOID:9970	HMDB0013449
DOID:13922	HMDB0013449
DOID:9970	HMDB0013450
DOID:13922	HMDB0013450
DOID:9970	HMDB0013451
DOID:13922	HMDB0013451
DOID:9970	HMDB0013452
DOID:9970	HMDB0013453
DOID:13922	HMDB0013453
DOID:9970	HMDB0013454
DOID:9970	HMDB0013455
DOID:9970	HMDB0013456
DOID:13922	HMDB0013456
DOID:9970	HMDB0013457
DOID:9970	HMDB0013458
DOID:13922	HMDB0013458
DOID:9970	HMDB0013459
DOID:9970	HMDB0013460
DOID:9970	HMDB0013461
DOID:13922	HMDB0013461
DOID:9970	HMDB0013462
DOID:13922	HMDB0013462
DOID:9970	HMDB0013463
DOID:13922	HMDB0013463
DOID:9970	HMDB0013464
DOID:13922	HMDB0013464
DOID:9970	HMDB0013465
DOID:13922	HMDB0013465
DOID:9970	HMDB0013466
DOID:13922	HMDB0013466
DOID:9970	HMDB0013467
DOID:13922	HMDB0013467
DOID:13922	HMDB0013468
DOID:9970	HMDB0013469
DOID:13922	HMDB0013469
DOID:9256	HMDB0013609
DOID:9256	HMDB0014426
DOID:9256	HMDB0014487
DOID:9256	HMDB0015044
DOID:9256	HMDB0015166
DOID:1485	HMDB0015217
DOID:0050711	HMDB0015531
DOID:13270	HMDB0015531
DOID:0111029	HMDB0015531
DOID:1391	HMDB0015531
DOID:2377	HMDB0015532
DOID:14330	HMDB0015532
DOID:10763	HMDB0015532
DOID:10652	HMDB0015532
DOID:0050605	HMDB0015532
DOID:9352	HMDB0029226
DOID:8778	HMDB0029597
DOID:8778	HMDB0029600
DOID:9256	HMDB0029649
DOID:9256	HMDB0031193
DOID:8778	HMDB0031206
DOID:8778	HMDB0031243
DOID:9256	HMDB0033752
DOID:4810	HMDB0059655
DOID:9256	HMDB0059655
DOID:0050575	HMDB0059655
DOID:0050574	HMDB0059655
DOID:0060358	HMDB0059655
DOID:13922	HMDB0059655
DOID:9256	HMDB0060015
DOID:9256	HMDB0060493
DOID:5419	HMDB0060501
